"sim_id","q0_pca_share","q0_mean_ratio","q0_max_ratio","q0_top5_overlap","q0_pca_avg_rank","q0_pca_cv","q0_gini","q0_cv","reduction_diim","reduction_pca","pca_advantage","pca_wins","overlap"
1,0.408007165627881,1.37841927110697,0.982896352546378,3,6.4,0.355988045509211,0.277947962999148,0.508577884040099,760.63254527744,759.296751662267,-1.33579361517332,FALSE,4
2,0.29432175215565,0.834152825468888,0.960006385739305,1,9,0.713036955910406,0.288724154287458,0.527009476140444,470.64901981908,478.070442067801,7.42142224872077,TRUE,4
3,0.300638946635947,0.859753185253365,0.936945999996463,2,9,0.888386255287383,0.354142243986026,0.647726003547981,514.211799956865,497.411779584443,-16.8000203724223,FALSE,4
4,0.463817153252488,1.73007083708852,0.958420105734487,3,5.2,0.436024328553688,0.379087542699533,0.696639218927919,468.838177910839,504.70145214834,35.8632742375012,TRUE,4
5,0.313975203992905,0.91534651756132,1.00564825222094,2,8,0.603261966353646,0.262773887209566,0.492523434928185,440.776605216139,422.671888433717,-18.1047167824217,FALSE,4
6,0.223411904476704,0.575367832096783,0.62214588114558,0,10.4,0.66991468965782,0.340084631351077,0.620252189420094,390.616191427933,313.205236016933,-77.410955411,FALSE,4
7,0.27438951943358,0.756299769042444,0.684267303093955,1,9.4,0.549761553070245,0.281127426960075,0.516078867038015,417.297878820071,431.08731224863,13.7894334285593,TRUE,4
8,0.285984485955605,0.801059585766432,0.958440766984365,1,9,0.755708944979673,0.305088578105193,0.556413922852846,591.498024533779,536.894212266612,-54.6038122671671,FALSE,3
9,0.241334807066876,0.636208987350101,0.701083353313749,1,9.8,0.605629234100506,0.317497083696672,0.57714269996695,332.931943871667,312.890532411962,-20.0414114597042,FALSE,4
10,0.416151168552091,1.42554423726451,0.860090186335653,3,6.2,0.617958342278048,0.367760928022095,0.671913798717013,825.982620161274,577.052891953244,-248.92972820803,FALSE,3
11,0.23206802297239,0.604397342250656,0.587105800405796,1,11,0.538578143121456,0.241443263514117,0.455383637630454,332.83152348689,320.185686510606,-12.645836976284,FALSE,4
12,0.334739688819934,1.00634197830368,0.987380904988051,3,7.6,0.526424967905884,0.220295446179472,0.400715394911256,567.221695752676,590.705236484282,23.4835407316059,TRUE,4
13,0.342986344600663,1.04407676090748,0.915016803251074,1,7.8,0.349389521844905,0.247746043413922,0.45227600576591,441.641894222616,489.131376409576,47.4894821869602,TRUE,4
14,0.385632072899163,1.25537827053875,0.685028811944527,3,5.8,0.221883214132171,0.292452206078132,0.542210597023387,482.838224266605,484.769002615598,1.93077834899304,TRUE,4
15,0.243175738932651,0.642621415412082,0.956044758794941,1,10.2,0.902932518718928,0.328729825025567,0.596001180539141,288.042475485054,281.087911465256,-6.95456401979754,FALSE,4
16,0.375643757356944,1.2032994361256,1.10067190515437,1,6.8,0.427925177763952,0.289984166301797,0.524826239895361,554.43645331711,559.022033536894,4.58558021978388,TRUE,4
